,S.No,actual,pred,alive,plod,Name,title,male,culture,dateOfBirth,DateoFdeath,mother,father,heir,house,spouse,book1,book2,book3,book4,book5,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,boolDeadRelations,isPopular,popularity,isAlive,Allegiances,Death Year,Book of Death,Death Chapter,Book Intro Chapter,Gender,Nobility,GoT,CoK,SoS,FfC,DwD
509,1466,1,0,0.46399999999999997,0.536,arnolf karstark,Karhold,1,Northmen,,,,,,House Karstark,,0,0,0,1,1,,,,,0,1,,0,0,0,0.137123746,1,Stark,,,,3.0,1,1,0,0,0,0,1
510,1467,1,0,0.315,0.685,arya stark,Princess,0,Northmen,289.0,,,,,House Stark,,1,1,1,1,1,,,,,0,1,16.0,8,1,1,1.0,1,Stark,,,,2.0,0,1,1,1,1,1,1
511,1468,1,1,0.552,0.44799999999999995,axell florent,Ser,1,,,,,,,House Florent,,0,1,1,1,1,,,,,0,1,,1,1,0,0.307692308,1,Baratheon,,,,0.0,1,1,0,1,1,0,1
512,1469,1,0,0.055,0.945,aurane waters,master of ships,1,Valyrian,277.0,,,,,House Velaryon,,0,1,1,1,1,,,,,0,1,28.0,0,0,1,0.377926421,1,Lannister,,,,65.0,1,0,0,1,0,1,0
513,1470,1,1,0.741,0.259,ben plumm,Commander of the Second Sons,1,,,,,,,Second Sons,,0,0,1,1,1,,,,,0,1,,0,0,0,0.140468227,1,None,,,,57.0,1,0,0,0,1,0,1
514,1471,0,1,0.674,0.326,benfred tallhart,,1,Northmen,281.0,299.0,,,,House Tallhart,,0,1,1,1,1,,,,,0,0,18.0,0,0,0,0.070234114,0,Stark,299.0,2.0,37.0,16.0,1,1,0,1,0,0,0
515,1472,1,0,0.49700000000000005,0.503,boros blount,Ser,1,,,,,,,House Blount,,1,1,1,1,1,,,,,0,1,,0,0,0,0.21739130399999998,1,Baratheon,,,,8.0,1,1,1,1,1,1,1
516,1474,1,0,0.187,0.813,bloodbeard,,0,,,,,,,Company of the Cat,,0,0,0,0,1,,,,,0,0,,0,0,0,0.090301003,1,None,,,,25.0,1,0,0,0,0,0,1
517,1475,1,0,0.289,0.711,bran stark,Prince of Winterfell,1,Northmen,290.0,,,,,House Stark,,1,1,1,1,1,,,,,0,1,15.0,7,1,1,1.0,1,House Stark,,,,1.0,1,1,1,1,1,0,1
518,1476,1,0,0.062,0.938,bronn,Ser,1,,264.0,,,,,House Stokeworth,Lollys Stokeworth,1,1,1,1,1,,,,1.0,1,1,41.0,0,0,1,0.47157190600000004,1,Lannister,,,,28.0,1,1,1,1,1,0,0
519,1477,0,0,0.16699999999999998,0.833,bryce caron,Nightsong,1,,,299.0,,,,House Caron,,1,1,0,0,1,,,,,0,1,,0,0,0,0.066889632,0,Baratheon,299.0,2.0,65.0,29.0,1,1,1,1,0,0,0
520,1478,1,1,0.9229999999999999,0.077,butterbumps,,1,,,,,,,House Tyrell,,0,1,1,1,1,,,,,0,0,,0,0,0,0.036789298,1,House Tyrell,,,,6.0,1,0,0,0,1,0,0
521,1480,0,0,0.085,0.915,chett,,1,,,299.0,,,,Night's Watch,,1,1,1,0,0,,,,,0,0,,0,0,0,0.197324415,0,Night's Watch,299.0,3.0,46.0,41.0,1,0,1,1,1,0,0
522,1481,1,1,0.687,0.313,clayton suggs,Ser,1,,,,,,,House Suggs,,0,0,0,1,1,,,,,0,1,,0,0,0,0.043478261,1,Baratheon,,,,17.0,1,0,0,0,0,0,1
523,1482,1,1,0.8340000000000001,0.166,cersei lannister,Light of the West,0,Westerlands,266.0,,,,,House Lannister,Robert Baratheon,1,1,1,1,1,,,,1.0,1,1,39.0,9,1,1,1.0,1,House Lannister,,,,4.0,0,1,1,1,1,1,1
524,1483,0,0,0.187,0.813,chiswyck,,0,,,299.0,,,,House Clegane,,0,1,1,0,0,,,,,0,0,,0,0,0,0.063545151,0,None,299.0,2.0,30.0,26.0,1,0,0,1,0,0,0
525,1485,0,0,0.096,0.904,cohollo,Bloodrider,1,Dothraki,,298299.0,,,,Khal,,1,0,0,0,0,,,,,0,0,,0,0,0,0.033444816,0,None,298.0,1.0,64.0,11.0,1,0,1,0,0,0,0
526,1486,0,0,0.33899999999999997,0.6609999999999999,cortnay penrose,Ser,1,,,299.0,,,,House Penrose,,0,1,1,0,0,,,,,0,1,,0,0,0,0.160535117,0,Baratheon,299.0,2.0,42.0,31.0,1,1,0,1,0,0,0
527,1487,1,1,0.9470000000000001,0.053,cotter pyke,Eastwatch-by-the-Sea,1,Ironborn,,,,,,Night's Watch,,1,1,1,1,1,,,,,0,1,,0,0,0,0.150501672,1,Night's Watch,,,,48.0,1,0,0,0,1,0,0
528,1488,0,1,0.504,0.496,cragorn,,1,,,300.0,,,,House Greyjoy,,0,0,0,1,1,,,,,0,0,,0,0,0,0.023411371,0,House Greyjoy,300.0,4.0,29.0,19.0,1,0,0,0,0,1,0
529,1490,1,1,0.7959999999999999,0.204,creighton longbough,Ser,1,,240.0,,,,,,,0,0,0,1,0,,,,,0,1,65.0,0,0,0,0.046822742,1,None,,,,4.0,1,0,0,0,0,1,0
530,1491,0,1,0.747,0.253,cressen,Maester,1,,219.0,299.0,,,,,,0,1,1,1,0,,,,,0,1,80.0,0,0,0,0.18394648800000002,0,Baratheon,299.0,1.0,0.0,0.0,1,0,0,1,0,0,0
531,1492,1,0,0.105,0.895,daario naharis,,1,Tyroshi,,,,,,Stormcrows,,0,0,1,1,1,,,,,0,0,,0,0,0,0.22073578600000002,1,Targaryen,,,,42.0,1,0,0,0,1,0,1
532,1493,1,1,0.8340000000000001,0.166,dagmer,Foamdrinker,1,Ironborn,,,,,,House Greyjoy,,0,1,0,1,1,,,,,0,1,,0,0,0,0.12040133800000001,1,House Greyjoy,,,,11.0,1,0,0,1,0,0,0
533,1496,0,1,0.737,0.263,dalla,,0,Free Folk,,300.0,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.086956522,0,Wildling,300.0,3.0,76.0,73.0,0,1,0,0,1,0,0
534,1497,1,0,0.17800000000000002,0.8220000000000001,doran martell,Prince of Dorne,1,Dornish,247.0,,,,,House Nymeros Martell,Mellario of Norvos,1,1,1,1,1,,,,1.0,1,1,58.0,6,1,1,0.498327759,1,Martell,,,,2.0,1,1,0,0,0,1,1
535,1499,1,1,0.6759999999999999,0.324,eddison tollett,,1,Valemen,,,,,,House Tollett,,0,1,1,1,1,,,,,0,0,,0,0,0,0.100334448,1,Night's Watch,,,,13.0,1,0,0,1,1,1,1
536,1500,1,1,0.621,0.379,edric dayne,Lord of Starfall,1,Dornishmen,287.0,,,,,House Dayne,,1,1,1,1,0,,,,,0,1,18.0,0,0,0,0.08361204,1,None,,,,34.0,1,1,0,0,1,0,0
537,1501,1,1,0.7490000000000001,0.251,edwyn frey,,1,,259.0,,,,,House Frey,Janyce Hunter,0,1,1,1,0,,,,1.0,1,0,46.0,0,0,0,0.147157191,1,None,,,,38.0,1,1,0,0,1,1,0
538,1503,1,0,0.439,0.561,ellaria sand,,0,Dornish,,,,,,House Uller,Oberyn Martell,0,0,1,1,1,,,,0.0,1,0,,2,1,0,0.160535117,1,Martell,,,,38.0,0,1,0,0,1,0,1
539,1505,1,1,0.925,0.075,emmon frey,Riverrun,1,,237.0,,,,,House Frey of Riverrun,Genna Lannister,1,1,1,1,1,,,,1.0,1,1,68.0,0,0,0,0.23076923100000002,1,Lannister,,,,29.0,1,1,1,0,0,1,0
540,1506,1,1,0.6940000000000001,0.306,galbart glover,Master of Deepwood Motte,1,Northmen,,,,,,House Glover,,1,1,1,1,1,,,,,0,1,,0,0,0,0.12040133800000001,1,Stark,,,,55.0,1,1,1,0,1,0,0
541,1508,1,1,0.758,0.242,ghost of high heart,,0,,,,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.086956522,1,None,,,,22.0,0,0,0,0,1,0,0
542,1509,1,0,0.136,0.8640000000000001,gerris drinkwater,Ser,1,Dornish,275.0,,,,,House Drinkwater,,0,0,0,0,1,,,,,0,1,30.0,0,0,0,0.157190635,1,Martell,,,,6.0,1,1,0,0,0,0,1
543,1510,1,0,0.08,0.92,gilly,,0,Free Folk,282.0,,,,,,Craster,0,1,1,1,1,,,,0.0,1,0,23.0,1,1,0,0.287625418,1,Wildling,,,,23.0,0,0,0,1,1,1,1
544,1511,1,1,0.9129999999999999,0.087,greydon goodbrother,,1,Ironborn,,,,,,House Goodbrother,,0,0,0,1,0,,,,,0,0,,0,0,0,0.046822742,1,Greyjoy,,,,1.0,1,1,0,0,0,1,0
545,1513,0,0,0.12300000000000001,0.877,gyles rosby,Master of Coin,1,,,300.0,,,,House Rosby,,1,1,1,1,1,,,,,0,1,,0,0,1,0.364548495,0,Lannister,300.0,4.0,39.0,57.0,1,1,1,1,1,1,0
546,1515,1,1,0.9640000000000001,0.036000000000000004,harras harlaw,Ser,1,Ironborn,,,,,,House Harlaw of Grey Garden,,0,0,0,1,1,,,,,0,1,,0,0,0,0.107023411,1,Greyjoy,,,,11.0,1,1,0,0,0,1,0
547,1518,1,0,0.485,0.515,hodor,,1,Northmen,,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.244147157,1,House Stark,,,,24.0,1,0,1,1,1,0,1
548,1519,1,0,0.428,0.5720000000000001,harrion karstark,Karhold,1,Northmen,,,,,,House Karstark,,1,1,1,1,1,,,,,0,1,,2,1,0,0.096989967,1,Stark,,,,53.0,1,1,1,1,0,0,0
549,1520,0,0,0.013999999999999999,0.986,iggo,,1,Dothraki,,299.0,,,,Brave Companions,,0,0,1,0,0,,,,,0,0,,0,0,0,0.016722408,0,None,299.0,3.0,3.0,3.0,1,0,0,0,1,0,0
550,1521,1,1,0.703,0.297,hother umber,Castellan,1,Northmen,241.0,,,,,House Umber,,0,1,1,1,1,,,,,0,1,64.0,0,0,0,0.143812709,1,Stark,,,,16.0,1,1,0,1,0,0,1
551,1522,1,1,0.612,0.38799999999999996,jalabhar xho,Red Flower Vale,1,Summer Islands,,,,,,Summer Islands,,1,1,1,1,1,,,,,0,1,,0,0,0,0.073578595,1,None,,,,29.0,1,1,1,1,1,1,0
552,1523,0,0,0.45299999999999996,0.547,janos slynt,Lord of Harrenhal,1,,278.0,300.0,,,,Night's Watch,,1,1,1,1,1,,,,,0,1,22.0,0,0,1,0.56187291,0,None,300.0,5.0,7.0,27.0,1,1,1,1,1,0,1
553,1524,0,1,0.654,0.34600000000000003,jared frey,Ser,1,,248.0,300.0,,,,House Frey,Alys Frey,1,1,1,1,1,,,,1.0,1,1,52.0,0,0,0,0.147157191,0,None,300.0,5.0,37.0,59.0,1,1,1,1,0,0,1
554,1526,1,1,0.7040000000000001,0.29600000000000004,jhaqo,KhalKo (formerly),0,Dothraki,,,,,,,,1,1,1,1,1,,,,,0,1,,0,0,0,0.066889632,1,None,,,,68.0,1,1,1,0,0,0,1
555,1528,1,1,0.696,0.304,jhiqui,,0,Dothraki,284.0,,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,21.0,0,0,0,0.143812709,1,House Targaryen,,,,11.0,0,0,1,1,1,0,1
556,1530,0,0,0.024,0.976,jory cassel,Captain of the guard,1,Northmen,,298.0,,,,House Cassel,,1,1,1,0,1,,,,,0,1,,1,1,0,0.17056856199999998,0,Stark,298.0,1.0,35.0,1.0,1,1,1,0,0,0,0
557,1531,1,0,0.28600000000000003,0.7140000000000001,jorah mormont,Ser,1,Northmen,254.0,,,,,House Mormont,Glover,1,1,1,1,1,,,,1.0,1,1,51.0,1,1,1,0.7224080270000001,1,Targaryen,,,,23.0,1,1,1,1,1,0,1
558,1532,1,0,0.49700000000000005,0.503,karyl vance,Ser,1,,,,,,,House Vance of Wayfarer's Rest,,1,1,1,1,1,,,,,0,1,,0,0,0,0.117056856,1,Tully,,,,43.0,1,1,1,0,1,1,0
559,1533,0,1,0.7829999999999999,0.217,khrazz,,1,Ghiscari,277.0,300.0,,,,House of Loraq,,0,0,0,0,1,,,,,0,0,23.0,0,0,0,0.076923077,0,None,300.0,5.0,67.0,11.0,1,0,0,0,0,0,1
560,1534,0,1,0.9590000000000001,0.040999999999999995,kurleket,,1,,,298.0,,,,House Bracken,,1,0,0,0,0,,,,,0,0,,0,0,0,0.010033445,0,None,298.0,1.0,31.0,31.0,1,0,1,0,0,0,0
561,1537,1,0,0.018000000000000002,0.982,lancel lannister,Ser,1,,282.0,,,,,House Lannister of Casterly Rock,Amerei Frey,1,1,1,1,1,,,,1.0,1,1,23.0,5,1,1,0.47826087,1,Lannister,,,,47.0,1,1,1,1,1,1,1
562,1540,1,0,0.042,0.958,lollys stokeworth,Stokeworth,0,,265.0,,,,,House Stokeworth,Bronn,0,1,1,1,1,,,,1.0,1,1,40.0,2,1,0,0.127090301,1,Lannister,,,,2.0,0,1,0,1,1,0,0
563,1542,1,0,0.43,0.57,lyle crakehall,Ser,1,,,,,,,House Crakehall,,0,1,1,1,1,,,,,0,1,,0,0,0,0.107023411,1,Lannister,,,,12.0,1,1,0,0,0,1,0
564,1543,0,0,0.36,0.64,lucas blackwood,,1,,,299.0,,,,House Blackwood,,0,1,1,1,1,,,,,0,0,,0,0,0,0.073578595,0,Tully,299.0,3.0,51.0,22.0,1,1,0,1,1,0,0
565,1544,1,1,0.557,0.44299999999999995,lyn corbray,Ser,1,,,,,,,House Corbray,,1,1,1,1,1,,,,,0,1,,0,0,0,0.090301003,1,Arryn,,,,38.0,1,1,1,0,0,1,0
566,1546,1,1,0.813,0.187,mace tyrell,Highgarden,1,,256.0,,,,,House Tyrell,Alerie Hightower,1,1,1,1,1,,,,1.0,1,1,49.0,1,1,1,0.8561872909999999,1,House Tyrell,,,,62.0,1,1,0,1,1,1,1
567,1547,0,1,0.76,0.24,mag mar tun doh weg,,1,,,300.0,,,,,,0,0,1,1,1,,,,,0,0,,0,0,0,0.040133779,0,Wildling,300.0,3.0,64.0,15.0,1,1,0,0,1,0,0
568,1548,0,0,0.06,0.94,mandon moore,Ser,1,Valemen,,299.0,,,,House Moore,,1,1,1,0,0,,,,,0,1,,0,0,0,0.12040133800000001,0,Baratheon,299.0,2.0,61.0,51.0,1,1,1,1,0,0,0
569,1549,1,0,0.39299999999999996,0.607,mago,Bloodrider,0,Dothraki,,,,,,,,1,0,1,1,1,,,,,0,0,,0,0,0,0.033444816,1,None,,,,61.0,1,0,1,0,0,0,0
570,1551,0,1,0.573,0.42700000000000005,marillion,,1,,279.0,300.0,,,,,,1,1,1,1,0,,,,,0,0,21.0,0,0,0,0.143812709,0,Arryn,300.0,4.0,23.0,28.0,1,0,1,0,1,1,0
571,1553,1,1,0.7,0.3,marwyn,Archmaester,1,,,,,,,,,1,0,1,1,0,,,,,0,1,,0,0,0,0.160535117,1,None,,,,0.0,1,0,0,0,0,1,0
572,1554,0,0,0.142,0.858,masha heddle,,0,,,298.0,,,,,,1,1,0,0,0,,,,,0,0,,0,0,0,0.040133779,0,Tully,298.0,1.0,56.0,28.0,0,0,1,0,0,0,0
573,1555,0,1,0.7959999999999999,0.204,matthos seaworth,,1,,,299.0,,,,House Seaworth,,0,1,1,1,1,,,,,0,0,,0,0,0,0.076923077,0,Baratheon,299.0,2.0,58.0,10.0,1,1,0,1,0,0,0
574,1556,1,1,0.713,0.287,meera reed,,0,Crannogmen,283.0,,,,,House Reed,,0,1,1,1,1,,,,,0,0,22.0,0,0,0,0.27090301,1,Stark,,,,21.0,0,1,0,1,1,0,1
575,1559,1,1,0.884,0.11599999999999999,melisandre,,0,Asshai,,,,,,R'hllor,,0,1,1,1,1,,,,,0,0,,0,0,1,0.745819398,1,Baratheon,,,,0.0,0,0,0,1,1,0,1
576,1561,1,0,0.45,0.55,meryn trant,Ser,1,,,,,,,House Trant,,1,1,1,1,1,,,,,0,1,,0,0,0,0.22073578600000002,1,Lannister,,,,8.0,1,1,1,1,1,1,1
577,1562,0,0,0.322,0.6779999999999999,merrett frey,,1,Riverlands,262.0,300.0,,,,House Frey,Mariya Darry,1,1,1,1,1,,,,1.0,1,0,38.0,0,0,1,0.434782609,0,None,300.0,3.0,,59.0,1,1,1,0,1,0,0
578,1563,0,1,0.9590000000000001,0.040999999999999995,mohor,,1,,,298.0,,,,House Bracken,,1,0,0,0,0,,,,,0,0,,0,0,0,0.010033445,0,None,298.0,1.0,31.0,31.0,1,1,1,0,0,0,0
579,1564,1,1,0.825,0.175,missandei,,0,Naathi,288.0,,,,,House Targaryen,,0,0,1,1,1,,,,,0,0,17.0,0,0,0,0.17391304300000002,1,House Targaryen,,,,23.0,0,0,0,0,1,0,1
580,1565,1,1,0.89,0.11,moon boy,,1,,,,,,,House Baratheon of King's Landing,,1,1,1,1,1,,,,,0,0,,0,0,0,0.076923077,1,Baratheon,,,,29.0,1,0,1,1,1,1,0
581,1566,1,1,0.627,0.373,monster,,0,Free Folk,299.0,,,,,,,0,0,1,1,1,,,,,0,0,6.0,0,0,0,0.076923077,1,Wildling,,,,33.0,1,0,0,0,1,1,1
582,1567,1,0,0.461,0.539,mord,,1,,,,,,,House Arryn,,1,1,1,1,1,,,,,0,0,,0,0,0,0.046822742,1,House Arryn,,,,38.0,1,0,1,0,0,1,0
583,1569,0,0,0.281,0.7190000000000001,mordane,Septa,0,,,298.0,,,,House Stark,,1,1,1,0,0,,,,,0,0,,0,0,0,0.10367893,0,House Stark,298.0,1.0,67.0,7.0,0,0,1,0,0,0,0
584,1570,1,1,0.9840000000000001,0.016,murenmure,Maester,1,,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0,0,0.010033445,1,Greyjoy,,,,1.0,1,0,0,0,0,1,0
585,1571,1,1,0.988,0.012,myles,Maester,1,,,,,,,House Martell,,0,0,0,1,1,,,,,0,1,,0,0,0,0.023411371,1,House Martell,,,,2.0,1,0,0,0,0,1,1
586,1571,1,1,0.988,0.012,myles,Maester,1,,,,,,,House Martell,,0,0,0,1,1,,,,,0,1,,0,0,0,0.023411371,1,House Tully,299.0,2.0,39.0,39.0,1,0,0,1,0,0,0
587,1573,1,1,0.7609999999999999,0.239,mya stone,,0,,279.0,,,,,House Royce of the Gates of the Moon,,1,1,1,1,1,,,,,0,0,26.0,0,0,0,0.12040133800000001,1,Arryn,,,,34.0,0,0,1,0,0,1,0
588,1574,1,1,0.583,0.41700000000000004,myrcella baratheon,Princess,0,,290.0,,,,,House Baratheon of King's Landing,,1,1,1,1,1,,,,,0,1,15.0,5,1,1,0.56187291,1,Lannister,,,,5.0,0,1,1,1,0,1,0
589,1575,1,1,0.831,0.16899999999999998,nestor royce,Keeper of the Gates of the Moon,1,,,,,,,House Royce of the Gates of the Moon,,1,1,1,1,1,,,,,0,1,,0,0,0,0.086956522,1,Arryn,,,,34.0,1,1,1,0,0,1,0
590,1576,1,1,0.7170000000000001,0.28300000000000003,nute,Lord of Oakenshield,1,Ironborn,,,,,,House Greyjoy,,0,0,0,1,1,,,,,0,1,,0,0,0,0.050167224,1,House Greyjoy,,,,18.0,1,0,0,0,0,1,0
591,1577,1,0,0.406,0.594,nymeria sand,,0,Dornishmen,274.0,,,,,House Martell,,0,0,1,1,1,,,,,0,0,31.0,1,1,1,0.377926421,1,House Martell,,,,2.0,0,1,0,0,0,1,1
592,1579,0,0,0.272,0.728,oberyn martell,Ser,1,Dornishmen,257.0,300.0,,,,House Martell,,1,1,1,1,1,,,,,0,1,43.0,5,1,1,0.7725752509999999,0,House Martell,300.0,3.0,70.0,38.0,1,1,0,0,1,0,0
593,1581,1,1,0.82,0.18,olenna redwyne,Highgarden,0,,228.0,,,,,House Redwyne,Luthor Tyrell,1,1,1,1,1,,,,1.0,1,1,77.0,0,0,0,0.287625418,1,Tyrell,,,,19.0,0,1,0,0,1,1,0
594,1584,1,1,0.963,0.037000000000000005,osha,,1,Free folk,,,,,,House Stark,,1,1,1,1,1,,,,,0,0,,0,0,0,0.25083612,1,House Stark,,,,37.0,0,0,1,1,0,0,0
595,1585,1,1,0.813,0.187,osfryd kettleblack,Ser,1,,,,,,,House Kettleblack,,0,1,1,1,1,,,,,0,1,,0,0,0,0.086956522,1,Lannister,,,,41.0,1,1,0,1,1,1,0
596,1586,1,1,0.8420000000000001,0.158,osney kettleblack,Ser,1,,,,,,,House Kettleblack,,0,1,1,1,1,,,,,0,1,,0,0,0,0.123745819,1,Lannister,,,,41.0,1,1,0,1,1,1,0
597,1588,1,1,0.7070000000000001,0.293,osmund kettleblack,Ser,1,,,,,,,House Kettleblack,,0,1,1,1,1,,,,,0,1,,0,0,0,0.17056856199999998,1,Lannister,,,,41.0,1,1,0,1,1,1,0
598,1589,1,1,0.634,0.366,othell yarwyck,First Builder,1,,,,,,,House Yarwyck,,1,1,1,1,1,,,,,0,1,,0,0,0,0.063545151,1,Night's Watch,,,,48.0,1,0,1,0,1,0,1
599,1592,1,1,0.8290000000000001,0.171,patchface,,1,,,,,,,House Baratheon of Dragonstone,,0,1,1,1,1,,,,,0,0,,0,0,0,0.107023411,1,Baratheon,,,,0.0,1,0,0,1,1,0,1
600,1593,1,1,0.7509999999999999,0.249,paxter redwyne,Arbor,1,,,,,,,House Redwyne,Mina Tyrell,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.511705686,1,Tyrell,,,,65.0,1,1,0,1,1,1,0
601,1595,0,0,0.475,0.525,petyr frey,,1,,281.0,300.0,,,,House Frey,Mylenda Caron,0,1,1,1,0,,,,1.0,1,0,19.0,0,0,0,0.177257525,0,None,300.0,3.0,,49.0,1,1,0,0,1,0,0
602,1596,1,0,0.304,0.696,pia,,0,,,,,,,House Whent,,0,1,1,1,0,,,,,0,0,,0,0,0,0.046822742,1,None,,,,30.0,0,0,0,1,0,1,0
603,1597,1,0,0.389,0.611,podrick payne,,1,,286.0,,,,,House Payne,,1,1,1,1,1,,,,,0,0,19.0,0,0,0,0.2909699,1,Lannister,,,,62.0,1,1,1,1,1,1,0
604,1598,0,1,0.889,0.111,preston greenfield,Ser,1,Westermen,,299.0,,,,House Greenfield,,1,1,1,1,0,,,,,0,1,,0,0,0,0.093645485,0,Baratheon,299.0,2.0,41.0,43.0,1,0,1,1,0,0,0
605,1599,0,0,0.3,0.7,polliver,Castellan of Harrenhal,1,,,300.0,,,,House Clegane,,0,1,1,1,0,,,,,0,1,,0,0,0,0.076923077,0,None,300.0,3.0,27.0,26.0,1,0,0,1,1,0,0
606,1600,1,1,0.708,0.292,pyat pree,Warlock,0,,,,,,,Undying Ones,,0,1,1,1,1,,,,,0,1,,0,0,0,0.096989967,1,None,,,,12.0,1,1,0,1,0,0,0
607,1601,1,1,0.73,0.27,pylos,Maester,1,,273.0,,,,,,,0,1,1,1,1,,,,,0,1,32.0,0,0,0,0.056856187,1,Baratheon,,,,0.0,1,0,0,1,1,0,0
608,1602,0,0,0.452,0.5479999999999999,pycelle,Grand Maester,1,,216.0,300.0,,,,House Lannister,,1,1,1,1,1,,,,,0,1,84.0,0,0,1,0.6387959870000001,0,House Lannister,300.0,5.0,,20.0,1,0,1,1,1,1,1
609,1603,0,1,0.6759999999999999,0.324,qhorin halfhand,,1,,,299.0,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,,0,0,0,0.21070234100000002,0,Night's Watch,299.0,2.0,68.0,43.0,1,0,0,1,0,0,0
610,1604,0,0,0.14800000000000002,0.852,qotho,Bloodrider,1,Dothraki,,298299.0,,,,,,1,0,0,0,0,,,,,0,0,,0,0,0,0.063545151,0,None,298.0,1.0,61.0,11.0,1,0,1,0,0,0,0
611,1605,0,0,0.49700000000000005,0.503,quentyn martell,Ser,1,Dornishmen,281.0,300.0,,,,House Martell,,1,1,1,1,1,,,,,0,1,19.0,0,0,1,0.551839465,0,Martell,300.0,5.0,70.0,6.0,1,1,0,0,0,0,1
612,1606,1,1,0.96,0.04,ralf stonehouse,Red Jester,1,Ironborn,,,,,,House Stonehouse,,0,0,0,1,1,,,,,0,1,,0,0,0,0.033444816,1,Greyjoy,,,,18.0,1,1,0,0,0,0,1
613,1607,1,0,0.36,0.64,ramsay snow,Lord of the Hornwood,1,Northmen,282.0,,,,,House Bolton of the Dreadfort,Donella Hornwood,0,1,1,1,1,,,,0.0,1,1,23.0,1,1,1,0.46153846200000004,1,None,,,,16.0,1,1,0,1,0,0,1
614,1608,1,0,0.405,0.595,randyll tarly,Horn Hill,1,,,,,,,House Tarly,Melessa Florent,1,1,1,1,1,,,,1.0,1,1,,0,0,1,0.618729097,1,Tyrell,,,,22.0,1,1,0,1,0,1,1
615,1610,0,0,0.374,0.626,raymun darry,Darry,1,,,298.0,,,,House Darry,,1,0,1,1,0,,,,,0,1,,0,0,0,0.076923077,0,Targaryen,298.0,1.0,55.0,16.0,1,1,1,0,0,0,0
616,1611,1,1,0.835,0.165,ravella swann,Acorn Hall,0,,,,,,,House Swann,Theomar Smallwood,0,0,1,1,0,,,,1.0,1,1,,0,0,0,0.060200669000000005,1,Tully,,,,22.0,0,1,0,0,1,0,0
617,1612,0,1,0.727,0.273,small paul,,1,,,299.0,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0,0,0.026755853,0,Night's Watch,299.0,3.0,18.0,0.0,1,0,0,0,1,0,0
618,1613,1,0,0.25,0.75,tristifer botley,Lordsport,1,Ironborn,,,,,,House Botley,,0,0,0,1,1,,,,,0,1,,0,0,0,0.12040133800000001,1,Greyjoy,,,,11.0,1,1,0,0,0,1,1
619,1614,0,0,0.158,0.8420000000000001,styr,Magnar of Thenn,1,Free Folk,,300.0,,,,Thenn,,0,0,1,1,1,,,,,0,1,,0,0,0,0.140468227,0,Wildling,300.0,3.0,26.0,7.0,1,1,0,0,1,0,0
620,1616,0,1,0.664,0.336,prendahl na ghezn,,1,Ghiscari,,299.0,,,,Stormcrows,,0,0,1,0,0,,,,,0,0,,0,0,0,0.040133779,0,None,299.0,3.0,42.0,42.0,1,0,0,0,1,0,0
621,1617,1,1,0.76,0.24,ulmer,,1,,,,,,,Kingswood Brotherhood,,0,0,1,1,1,,,,,0,0,,0,0,0,0.053511706,1,Night's Watch,,,,33.0,1,0,0,0,1,0,1
622,1618,0,0,0.127,0.873,oznak zo pahl,,1,Meereen,,299.0,,,,House of Pahl,,0,0,1,0,1,,,,,0,0,,0,0,0,0.056856187,0,None,299.0,3.0,57.0,57.0,1,1,0,0,1,0,0
623,1623,1,0,0.313,0.687,aeron greyjoy,Golden Storm,1,Ironmen,269.0,,,,,House Greyjoy,,1,1,1,1,1,,,,,0,1,36.0,4,1,1,0.45819398,1,House Greyjoy,,,,11.0,1,1,0,1,0,1,0
624,1626,1,1,0.9470000000000001,0.053,alayaya,,0,,282.0,,,,,Chataya's brothel,,0,1,1,1,1,,,,,0,0,23.0,0,0,0,0.076923077,1,None,,,,15.0,0,0,0,1,0,0,0
625,1627,0,0,0.17,0.83,alyn,,1,,,298.0,,,,House Stark,,1,1,1,0,1,,,,,0,0,,0,0,0,0.073578595,0,House Stark,298.0,3.0,34.0,12.0,1,0,1,0,0,0,0
626,1628,1,0,0.11,0.89,alliser thorne,Ser,1,,,,,,,House Thorne,,1,1,1,1,1,,,,,0,1,,0,0,0,0.23076923100000002,1,Night's Watch,,,,19.0,1,0,1,1,1,0,1
627,1629,0,0,0.09,0.91,alester florent,Brightwater,1,,,300.0,,,,House Florent,Melara Crane,0,1,1,0,1,,,,1.0,1,1,,0,0,0,0.327759197,0,Baratheon,300.0,4.0,,36.0,1,1,0,1,1,0,0
628,1630,1,1,0.892,0.10800000000000001,alysane mormont,,0,Northmen,273.0,,,,,House Mormont,,0,0,0,1,1,,,,,0,0,32.0,0,0,0,0.070234114,1,Stark,,,,35.0,0,1,0,0,0,0,1
